,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1242,Ronnie Boggs\ronnie-boggs-1,2012,2013,Jacksonville State,OVC,61,1869,30.6,3.6,7.2,3.1,5.6,0.5,1.6,1.4,2.0,2.0,3.2,5.2,1.9,1.6,0.4,1.6,2.4,9.2
1243,Malcolm Brogdon\malcolm-brogdon-1,2012,2016,Virginia,ACC,136,4157,30.6,4.4,10.3,3.1,6.6,1.4,3.7,3.1,3.5,0.6,3.5,4.1,2.5,0.9,0.2,1.5,1.8,13.3
1244,Fred Brown\fred-brown-2,2011,2012,Louisiana-Monroe,Sun Belt,58,1773,30.6,4.8,12.2,2.9,7.1,1.9,5.1,1.8,2.3,0.6,1.8,2.4,2.5,1.3,0.1,2.8,2.0,13.3
1245,Dominic Calegari\dominic-calegari-1,2010,2010,UC-Davis,Big West,32,979,30.6,5.8,11.5,4.0,7.0,1.9,4.5,3.1,4.3,1.3,4.0,5.3,2.0,1.1,0.9,2.4,2.8,16.6
1246,Khadeen Carrington\khadeen-carrington-1,2015,2018,Seton Hall,Big East,132,4044,30.6,4.6,11.2,3.2,7.1,1.4,4.1,3.3,4.3,0.6,2.4,3.1,2.9,1.0,0.2,2.1,2.0,14.0
1247,Karl Cochran\karl-cochran-1,2012,2015,Wofford,Southern,133,4068,30.6,5.3,13.6,2.9,6.8,2.3,6.9,1.4,2.0,0.6,4.3,5.0,2.4,1.7,0.8,2.0,2.2,14.2
1248,Paris Collins\paris-collins-1,2016,2018,Jackson State,SWAC,84,2567,30.6,4.5,12.5,3.0,7.0,1.6,5.5,1.6,2.8,1.7,4.2,5.9,2.3,2.2,0.6,1.9,2.5,12.3
1249,Keith Cothran\keith-cothran-1,2010,2010,Rhode Island,A-10,36,1101,30.6,5.3,12.3,4.0,8.4,1.2,3.9,2.6,3.8,1.3,2.2,3.4,2.1,1.7,0.5,1.5,1.6,14.3
1250,Angel Delgado\angel-delgado-1,2015,2018,Seton Hall,Big East,132,4039,30.6,4.9,9.1,4.9,9.0,0.0,0.0,2.3,4.3,3.9,7.1,11.0,1.7,0.6,0.8,2.2,2.5,12.1
1251,Malcolm Drumwright\malcolm-drumwright-1,2015,2018,Jacksonville State,OVC,125,3821,30.6,4.0,9.8,2.5,5.5,1.5,4.3,2.0,2.5,0.4,1.9,2.2,3.2,0.7,0.2,1.8,2.4,11.4
1252,Tilman Dunbar\tilman-dunbar-1,2013,2016,Navy,Patriot,106,3240,30.6,3.6,8.7,3.3,8.0,0.2,0.8,2.9,4.2,0.4,2.0,2.4,4.1,1.0,0.0,2.4,2.1,10.3
1253,Tim Frazier\tim-frazier-1,2010,2014,Penn State,Big Ten,135,4132,30.6,3.8,9.0,3.2,7.2,0.5,1.8,3.4,4.3,0.9,3.0,3.9,4.7,1.5,0.1,2.6,2.5,11.4
1254,Marcus Ginyard\marcus-ginyard-1,2010,2010,North Carolina,ACC,33,1010,30.6,2.8,6.8,2.0,4.3,0.8,2.5,1.4,2.1,1.7,3.2,4.9,2.8,1.2,0.1,2.0,1.7,7.7
1255,Jimmy Hall\jimmy-hall-1,2013,2017,Total,Total,105,3215,30.6,6.7,13.2,6.6,12.7,0.1,0.4,3.3,4.6,3.4,5.5,8.9,2.1,0.7,1.0,2.7,2.9,16.9
1256,Matthew Hezekiah\matthew-hezekiah-1,2013,2014,South Carolina State,MEAC,60,1834,30.6,5.4,9.9,5.4,9.8,0.0,0.1,1.9,2.6,2.8,4.0,6.8,0.6,0.8,1.0,1.7,1.8,12.7
1257,Quinton Hooker\quinton-hooker-1,2014,2017,North Dakota,Big Sky,128,3917,30.6,4.6,10.0,3.3,6.6,1.3,3.4,3.4,4.1,0.8,3.1,3.9,3.3,1.5,0.2,1.7,2.2,14.0
1258,Lazabian Jackson\lazabian-jackson-1,2012,2013,Arkansas-Pine Bluff,SWAC,60,1838,30.6,3.7,10.0,1.7,3.9,2.0,6.1,1.6,2.3,0.8,2.9,3.7,2.4,1.8,0.1,2.0,2.2,10.9
1259,John Jenkins\john-jenkins-1,2010,2012,Vanderbilt,SEC,98,2998,30.6,5.3,11.2,2.1,4.1,3.1,7.1,3.3,3.8,0.4,2.3,2.7,1.1,0.7,0.3,1.3,1.2,16.9
1260,Lance Jeter\lance-jeter-1,2010,2011,Nebraska,Big 12,65,1991,30.6,3.4,7.6,2.5,5.2,0.9,2.4,1.9,2.7,0.6,3.5,4.1,4.3,1.3,0.1,2.1,2.6,9.6
1261,Anthony Johnson\anthony-johnson-4,2010,2010,Fairfield,MAAC,34,1039,30.6,6.1,11.9,6.1,11.8,0.0,0.1,3.8,6.1,4.6,5.2,9.8,0.5,1.2,2.4,1.9,3.0,16.1
1262,Marvin Jordan\marvin-jordan-1,2011,2014,Niagara,MAAC,127,3889,30.6,3.3,9.1,1.1,2.7,2.2,6.4,1.3,1.8,0.4,1.9,2.4,2.0,1.2,0.0,1.4,2.5,10.1
1263,Obi Muonelo\obi-muonelo-1,2010,2010,Oklahoma State,Big 12,33,1010,30.6,4.5,10.4,2.1,4.7,2.4,5.7,1.9,3.2,1.2,3.9,5.0,2.4,0.9,0.3,2.0,2.0,13.3
1264,Michael Oguine\michael-oguine-1,2016,2018,Montana,Big Sky,93,2845,30.6,4.2,9.5,3.2,6.5,1.0,3.0,3.5,4.8,1.6,3.7,5.3,1.8,1.3,0.4,1.5,3.0,13.0
1265,Cameron Oliver\cameron-oliver-1,2016,2017,Nevada,MWC,73,2233,30.6,5.5,11.4,4.3,8.2,1.2,3.2,2.5,3.6,2.2,6.7,8.9,1.3,0.7,2.6,2.2,3.0,14.7
1266,Cully Payne\cully-payne-1,2010,2013,Total,Total,62,1895,30.6,2.5,7.1,1.2,3.3,1.2,3.8,1.8,2.4,0.2,2.2,2.4,3.9,0.7,0.0,3.0,1.5,8.0
1267,Ivan Rabb\ivan-rabb-1,2016,2017,University of California,Pac-12,65,1987,30.6,4.8,8.8,4.7,8.5,0.1,0.3,3.5,5.2,2.9,6.6,9.4,1.2,0.6,1.1,1.8,3.1,13.2
1268,Andrew Rowsey\andrew-rowsey-1,2014,2018,Total,Total,130,3976,30.6,5.3,12.7,2.2,5.0,3.1,7.6,4.2,4.7,0.4,2.4,2.8,3.3,1.1,0.1,2.4,2.1,17.9
1269,Franklin Session\franklin-session-1,2010,2010,Weber State,Big Sky,31,948,30.6,3.9,8.8,3.4,6.5,0.5,2.4,1.8,3.6,2.6,3.2,5.8,2.7,1.8,0.9,2.6,3.1,10.2
1270,Lee Skinner\lee-skinner-1,2012,2015,Wofford,Southern,133,4074,30.6,3.4,7.4,3.3,6.8,0.1,0.6,2.4,3.6,2.4,4.4,6.9,2.0,1.0,0.2,1.7,2.2,9.3
1271,Chehales Tapscott\chehales-tapscott-1,2011,2012,Portland State,Big Sky,56,1712,30.6,4.6,9.2,4.3,8.2,0.3,1.0,3.6,5.0,3.0,5.8,8.8,1.9,1.4,1.1,2.2,2.5,13.1
1272,Josh Terry\josh-terry-1,2011,2012,Austin Peay,OVC,65,1989,30.6,4.3,9.2,4.3,8.9,0.0,0.3,2.8,4.0,1.6,2.6,4.1,2.0,1.9,0.1,2.0,2.5,11.5
1273,Jerrell Thompson\jerrell-thompson-1,2010,2011,Sacred Heart,NEC,58,1774,30.6,3.2,7.9,2.1,5.0,1.0,2.9,1.8,2.2,0.6,2.3,3.0,4.2,1.2,0.1,2.5,1.9,9.2
1274,Lamonte Ulmer\lamonte-ulmer-1,2010,2010,Rhode Island,A-10,36,1103,30.6,4.6,8.8,4.4,7.9,0.3,0.9,2.5,3.5,2.9,4.6,7.4,1.2,1.1,0.9,1.2,1.5,12.1
1275,Maurice Watson Jr.\mo-watsonjr-1,2013,2017,Total,Total,119,3643,30.6,5.0,10.3,4.2,8.1,0.7,2.1,2.3,3.3,0.6,2.7,3.3,6.7,1.6,0.0,3.2,2.5,12.9
1276,Micah Williams\micah-williams-1,2010,2011,East Tennessee State,A-Sun,70,2144,30.6,4.5,10.2,3.1,6.2,1.4,4.0,3.0,4.1,1.1,2.6,3.7,1.1,0.9,0.3,1.9,2.0,13.4
1277,Brock Young\brock-young-1,2010,2011,East Carolina,CUSA,61,1866,30.6,3.7,9.9,2.6,6.4,1.1,3.5,4.1,5.2,0.4,2.7,3.1,5.0,1.3,0.0,3.5,2.1,12.6
1278,Ty Abbott\ty-abbott-1,2010,2011,Arizona State,Pac-10,61,1862,30.5,4.1,10.1,1.6,3.8,2.5,6.3,1.4,2.0,0.7,3.3,4.0,2.1,1.0,0.4,1.7,2.5,12.2
1279,Ryan Anderson\ryan-anderson-3,2012,2016,Total,Total,128,3906,30.5,4.9,10.1,4.7,9.2,0.3,0.9,3.9,5.5,2.4,5.8,8.2,1.2,0.6,0.6,1.8,1.8,14.0
1280,Kamar Baldwin\kamar-baldwin-1,2017,2018,Butler,Big East,69,2106,30.5,5.0,10.9,3.8,7.4,1.2,3.5,1.6,2.1,0.4,3.9,4.3,2.3,1.6,0.5,1.8,2.4,12.9
1281,Kamren Belin\kamren-belin-1,2013,2014,Youngstown State,Horizon,65,1984,30.5,3.8,9.6,2.0,4.5,1.8,5.0,1.9,2.4,1.5,3.5,5.0,1.5,0.7,0.7,1.7,3.0,11.2
1282,Trae Berhow\trae-berhow-1,2018,2018,Pepperdine,WCC,30,916,30.5,3.6,7.8,2.0,3.8,1.6,4.0,1.3,1.7,1.5,4.2,5.7,0.9,0.6,0.1,1.1,2.6,10.0
1283,Jarekious Bradley\jarekious-bradley-1,2014,2015,Southeast Missouri State,OVC,58,1771,30.5,6.3,13.5,4.2,7.6,2.1,5.9,3.1,3.8,1.6,4.4,5.9,1.5,1.1,0.8,1.8,2.7,17.7
1284,Markel Brown\markel-brown-1,2011,2014,Oklahoma State,Big 12,134,4088,30.5,4.1,9.4,3.0,6.2,1.1,3.1,3.0,4.1,0.8,3.5,4.3,2.3,1.0,0.8,1.8,2.1,12.4
1285,Anthony Campbell\anthony-campbell-1,2010,2013,Austin Peay,OVC,81,2468,30.5,4.5,10.0,2.7,5.0,1.8,5.0,2.9,3.5,1.0,3.6,4.6,1.5,0.9,0.1,2.3,1.4,13.6
1286,Antwan Carter\antwan-carter-1,2010,2012,Longwood,Ind,93,2841,30.5,7.3,13.6,6.9,12.2,0.4,1.4,2.4,3.6,2.8,6.3,9.1,1.3,0.9,0.8,2.2,3.3,17.4
1287,Joe Cremo\joe-cremo-1,2016,2018,Albany (NY),AEC,100,3053,30.5,4.8,10.2,3.3,6.7,1.5,3.5,3.7,4.4,0.8,3.6,4.4,3.0,0.9,0.2,2.0,1.7,14.7
1288,Ben Finney\ben-finney-1,2010,2011,Old Dominion,CAA,70,2132,30.5,3.0,7.8,1.9,4.1,1.1,3.6,1.9,3.1,2.8,3.3,6.1,2.7,1.3,0.4,1.7,2.0,9.0
1289,Chris Flores\chris-flores-1,2010,2013,NJIT,GWC,122,3726,30.5,4.8,12.0,2.9,6.5,1.9,5.4,2.6,3.6,0.9,3.0,3.9,2.7,1.7,0.2,2.2,2.4,14.1
1290,Darius Gatson\darius-gatson-1,2012,2013,Sam Houston State,Southland,65,1983,30.5,2.3,6.8,1.2,3.5,1.2,3.4,1.8,2.7,0.2,2.9,3.1,3.9,1.2,0.1,2.1,2.1,7.7
1291,Cory Gensler\cory-gensler-1,2017,2018,Campbell,Big South,71,2162,30.5,2.6,6.0,1.3,2.5,1.4,3.5,0.6,0.8,0.7,3.5,4.2,1.3,1.0,0.4,0.7,2.2,7.2
1292,Robert Gray Jr.\robert-grayjr-1,2016,2018,Houston,AAC,91,2776,30.5,6.6,14.6,4.7,9.4,1.9,5.2,3.7,4.7,0.7,2.5,3.3,3.0,1.2,0.2,2.0,1.8,18.8
1293,Justin Greene\justin-greene-1,2010,2012,Kent State,MAC,103,3140,30.5,5.3,10.5,5.3,10.5,0.0,0.0,3.9,5.2,2.5,4.9,7.4,1.5,1.0,1.1,2.7,2.6,14.4
1294,Antonio Hanson\antonio-hanson-1,2010,2010,Georgia Southern,Southern,32,976,30.5,4.6,11.3,1.5,3.7,3.1,7.5,1.1,1.2,0.4,1.2,1.6,1.1,1.0,0.0,1.6,2.1,13.4
1295,Kory Holden\kory-holden-1,2015,2018,Total,Total,73,2230,30.5,4.3,11.1,3.0,7.5,1.3,3.5,2.9,3.8,0.5,2.2,2.7,4.0,0.4,0.1,2.8,1.8,12.9
1296,Delroy James\delroy-james-1,2010,2011,Rhode Island,A-10,70,2134,30.5,5.4,12.6,4.3,8.7,1.1,3.9,3.4,4.6,2.4,4.1,6.5,2.1,1.5,1.2,2.7,2.6,15.3
1297,Stephan Jiggetts\stephan-jiggetts-1,2015,2018,Total,Total,114,3477,30.5,3.4,9.4,2.2,5.7,1.3,3.6,2.9,3.8,0.5,1.9,2.4,3.1,0.7,0.1,2.6,2.6,11.1
1298,Kameron Langley\kameron-langley-1,2018,2018,North Carolina A&T,MEAC,35,1068,30.5,2.5,4.9,2.1,3.7,0.4,1.2,2.0,2.8,0.7,2.5,3.3,5.1,1.7,0.1,2.2,2.1,7.4
1299,Majok Majok\majok-majok-1,2013,2014,Ball State,MAC,59,1799,30.5,3.9,7.5,3.9,7.5,0.0,0.0,3.2,5.7,3.5,6.4,9.9,0.9,0.5,0.8,2.4,2.5,10.9
1300,Sammy Mojica\sammy-mojica-1,2015,2018,Drexel,CAA,120,3657,30.5,3.5,9.2,1.8,4.3,1.6,4.9,1.1,1.7,1.3,2.7,4.0,1.9,1.1,0.4,1.4,2.1,9.6
1301,Xavier Rathan-Mayes\xavier-rathan-mayes-1,2015,2017,Florida State,ACC,100,3047,30.5,4.3,10.1,3.0,5.8,1.3,4.3,2.5,3.7,0.5,2.7,3.2,4.5,1.0,0.0,2.6,2.1,12.4
1302,Malcolm Riley\malcolm-riley--1,2015,2016,Texas Southern,SWAC,68,2074,30.5,4.3,9.1,2.8,5.2,1.5,3.9,2.7,3.6,1.8,4.3,6.1,0.7,0.7,0.1,1.1,2.0,12.8
1303,Justin Robinson\justin-robinson-2,2014,2017,Monmouth,MAAC,131,4002,30.5,4.8,11.5,2.9,6.5,2.0,5.1,3.6,4.4,0.5,2.8,3.4,3.8,1.6,0.0,2.2,1.5,15.3
1304,Seth Tarver\seth-tarver-1,2010,2010,Oregon State,Pac-10,32,975,30.5,3.7,7.8,3.4,6.5,0.3,1.3,2.4,3.4,1.3,3.3,4.6,2.3,2.2,0.1,1.6,1.4,10.2
1305,TaShawn Thomas\tashawn-thomas-1,2012,2015,Total,Total,131,4001,30.5,5.6,10.1,5.6,9.9,0.0,0.2,2.4,3.9,2.8,5.3,8.1,1.7,0.9,2.0,2.0,2.1,13.7
1306,Deonta Vaughn\deonta-vaughn-1,2010,2010,Cincinnati,Big East,35,1066,30.5,3.5,9.3,1.5,3.2,2.1,6.1,2.6,3.1,0.4,3.1,3.5,3.5,1.2,0.1,2.2,2.5,11.7
1307,Isaiah Whitehead\isaiah-whitehead-1,2015,2016,Seton Hall,Big East,56,1710,30.5,5.1,13.6,3.0,7.8,2.1,5.8,3.5,4.6,0.7,3.0,3.7,4.5,1.3,1.1,3.4,2.3,15.8
1308,Kyle Wilson\kyle-wilson-5,2013,2016,Army,Patriot,124,3781,30.5,5.5,13.5,3.3,7.4,2.2,6.1,2.9,3.6,0.5,2.0,2.5,1.7,0.5,0.1,2.1,1.6,16.1
1309,Jamie Adams\jamie-adams-1,2013,2014,Florida A&M,MEAC,62,1886,30.4,4.7,12.8,2.6,6.4,2.1,6.5,4.0,5.2,0.4,1.9,2.3,3.4,1.7,0.0,3.3,2.5,15.6
1310,Kwadzo Ahelegbe\kwadzo-ahelegbe-1,2010,2011,Northern Iowa,MVC,69,2098,30.4,3.9,9.7,2.9,6.8,0.9,2.9,3.6,4.7,0.4,2.7,3.1,2.9,0.7,0.1,2.6,2.0,12.3
1311,Anthony Allison\anthony-allison-1,2010,2011,Southeast Missouri State,OVC,62,1887,30.4,3.9,9.9,2.7,7.1,1.1,2.9,2.2,3.1,0.3,1.7,2.1,1.5,0.5,0.1,1.9,2.6,11.0
1312,Justin Bassey\justin-bassey-1,2017,2018,Harvard,Ivy,58,1761,30.4,2.3,4.6,1.3,2.2,1.0,2.3,1.6,2.0,1.0,4.3,5.3,2.1,1.0,0.1,1.9,2.1,7.1
1313,Donald Boone\donald-boone-1,2010,2011,Arkansas State,Sun Belt,33,1004,30.4,3.6,9.4,2.2,4.7,1.4,4.7,1.7,2.1,0.7,2.3,3.0,1.7,1.7,0.0,1.5,1.8,10.3
1314,Tommy Brenton\tommy-brenton-1,2010,2013,Stony Brook,AEC,97,2944,30.4,2.6,5.2,2.5,4.6,0.1,0.6,2.7,4.1,2.9,5.9,8.7,3.6,1.7,0.3,1.9,2.1,7.9
1315,Moussa Camara\moussa-camara-1,2010,2011,Binghamton,AEC,62,1885,30.4,3.5,9.4,1.5,4.0,2.0,5.4,2.0,2.7,0.6,2.0,2.7,0.8,0.6,0.1,1.4,1.6,11.0
1316,Kenny Chery\kenny-chery-1,2014,2015,Baylor,Big 12,66,2008,30.4,3.8,9.4,2.4,5.5,1.4,3.9,2.5,2.9,0.4,2.4,2.8,4.4,1.1,0.0,2.3,1.7,11.4
1317,Adrien Coleman\adrien-coleman-1,2010,2013,Total,Total,75,2279,30.4,5.2,10.2,5.0,9.3,0.3,1.0,3.0,5.7,2.3,3.1,5.4,2.0,1.3,0.4,2.5,2.2,13.7
1318,Milton Doyle\milton-doyle-1,2014,2017,Loyola (IL),MVC,121,3677,30.4,4.4,10.2,3.3,6.8,1.2,3.4,3.2,4.5,0.7,3.4,4.1,3.8,1.2,0.6,3.1,2.6,13.3
1319,Rasheem Dunn\rasheem-dunn-1,2017,2018,St. Francis (NY),NEC,60,1825,30.4,4.8,12.3,3.7,8.0,1.1,4.3,3.6,5.0,1.1,4.3,5.4,2.0,1.4,0.1,1.9,2.1,14.3
1320,Muhammad El-Amin\muhammad-el-amin-1,2010,2010,Stony Brook,AEC,31,942,30.4,5.8,14.5,4.0,9.4,1.8,5.1,3.3,4.1,0.9,2.5,3.4,1.9,1.1,0.2,2.3,2.1,16.7
1321,Bruce Ellington\bruce-ellington-1,2011,2014,South Carolina,SEC,80,2435,30.4,4.0,12.0,2.5,6.8,1.6,5.1,1.5,2.3,0.8,2.0,2.7,3.0,1.0,0.1,2.6,2.5,11.2
1322,Darius Gardner\darius-gardner-1,2011,2015,Total,Total,127,3862,30.4,2.7,6.0,1.9,3.9,0.8,2.1,1.7,2.3,0.6,2.1,2.7,3.5,1.6,0.1,2.3,2.1,7.9
1323,Jack Gibbs\jack-gibbs-1,2014,2017,Davidson,Total,119,3618,30.4,5.4,12.6,3.3,6.8,2.1,5.8,4.1,5.0,0.7,2.7,3.4,3.9,1.4,0.0,2.4,2.0,17.1
1324,Jordan Glynn\jordan-glynn-1,2010,2011,Stephen F. Austin,Southland,61,1854,30.4,3.6,6.6,3.6,6.6,0.0,0.0,2.8,3.5,3.1,5.1,8.2,1.1,1.0,0.1,1.5,2.4,10.0
1325,Freddie Goldstein\freddie-goldstein-1,2012,2013,South Alabama,Sun Belt,48,1460,30.4,3.4,9.6,1.2,3.3,2.2,6.3,1.3,1.7,0.5,2.1,2.6,2.5,1.0,0.1,3.2,2.3,10.2
1326,Terrance Hill\terrance-hill-2,2010,2011,Loyola (IL),Horizon,61,1852,30.4,4.0,10.5,2.4,6.5,1.6,4.0,2.0,2.6,1.2,3.1,4.4,1.9,0.8,0.3,2.2,2.5,11.6
1327,Mike Hughes\mike-hughes-1,2015,2018,Georgia Southern,Sun Belt,124,3773,30.4,3.4,8.8,1.7,3.8,1.7,5.0,2.5,3.4,0.9,3.6,4.5,1.8,1.4,0.3,1.7,2.4,11.1
1328,Carlik Jones\carlik-jones-1,2018,2018,Radford,Big South,36,1094,30.4,4.0,9.7,3.0,6.4,1.0,3.3,2.8,3.6,0.6,3.4,3.9,3.1,1.1,0.2,1.7,1.6,11.8
1329,Terrence Jones\terrence-jones-1,2011,2012,Kentucky,SEC,76,2311,30.4,5.0,10.8,4.5,9.1,0.6,1.7,3.4,5.3,2.5,5.5,8.0,1.5,1.2,1.8,1.8,2.4,14.0
1330,Shakur Juiston\shakur-juiston-1,2018,2018,Nevada-Las Vegas,MWC,33,1002,30.4,6.6,10.3,6.5,10.3,0.1,0.1,1.3,2.6,2.7,7.3,10.0,1.9,0.9,0.6,2.5,2.8,14.6
1331,Justin Kier\justin-kier-1,2017,2018,George Mason,A-10,66,2007,30.4,2.9,6.6,2.5,5.2,0.4,1.4,2.2,2.9,0.5,4.1,4.6,1.7,0.9,0.1,2.2,2.1,8.4
1332,K.J. Lawson\kj-lawson-1,2016,2017,Memphis,AAC,42,1275,30.4,4.1,10.3,3.5,8.5,0.6,1.8,2.8,4.0,2.0,5.0,7.0,2.4,0.5,0.5,2.0,2.3,11.5
1333,Maodo Lo\maodo-lo-1,2013,2016,Columbia,Ivy,121,3678,30.4,5.1,11.0,2.9,5.3,2.3,5.7,1.9,2.5,0.5,3.0,3.6,2.2,1.5,0.4,1.9,2.2,14.5
1334,Denzel Mahoney\denzel-mahoney-1,2017,2018,Southeast Missouri State,OVC,64,1946,30.4,5.1,11.2,3.2,6.5,1.9,4.8,4.9,5.9,1.4,3.2,4.7,1.2,0.8,0.1,1.5,3.1,17.0
1335,C.J. Massinburg\cj-massinburg-1,2016,2018,Buffalo,MAC,95,2885,30.4,4.5,10.1,2.6,5.1,1.9,5.0,3.4,4.5,1.6,4.1,5.7,2.3,1.0,0.4,1.6,1.9,14.3
1336,Stephen Maxwell\stephen-maxwell-1,2012,2015,Cal State Northridge,Big West,122,3704,30.4,5.2,9.8,5.2,9.8,0.0,0.0,3.9,5.4,3.5,4.5,8.0,0.5,0.8,0.2,1.8,2.6,14.3
1337,Cleveland Melvin\cleveland-melvin-1,2011,2014,DePaul,Big East,110,3349,30.4,6.5,13.7,6.0,12.0,0.6,1.7,2.6,4.0,2.4,4.0,6.4,0.8,0.9,1.2,2.0,1.9,16.3
1338,Jalen Moore\jalen-moore-1,2014,2017,Utah State,MWC,126,3833,30.4,4.6,9.6,3.2,6.0,1.4,3.6,2.6,3.5,1.1,4.1,5.2,1.9,0.6,0.5,1.3,1.4,13.1
1339,Keon Moore\keon-moore-1,2014,2015,Winthrop,Big South,61,1855,30.4,5.3,12.0,2.6,5.4,2.7,6.5,3.2,3.8,0.8,3.8,4.6,1.4,1.3,0.2,1.7,1.9,16.4
1340,Marquise Moore\marquise-moore-1,2014,2017,George Mason,A-10,117,3554,30.4,3.8,8.4,3.6,7.8,0.1,0.6,3.2,4.4,0.9,5.0,5.9,3.1,0.8,0.7,2.2,2.1,10.9
1341,Brockeith Pane\brockeith-pane-1,2011,2012,Utah State,WAC,71,2155,30.4,4.0,9.7,3.4,7.3,0.6,2.4,3.5,4.4,0.4,2.6,3.0,3.9,0.8,0.1,2.7,2.2,12.2
1342,Josh Perkins\josh-perkins-1,2015,2018,Gonzaga,WCC,116,3532,30.4,3.4,7.7,1.6,3.4,1.7,4.4,1.5,2.1,0.4,2.4,2.8,4.1,1.1,0.2,2.0,2.5,9.9
1343,Jamine Peterson\jamine-peterson-1,2010,2010,Providence,Big East,31,941,30.4,7.5,16.1,5.9,11.4,1.6,4.8,3.0,5.3,4.4,5.8,10.2,1.2,1.3,0.8,1.8,2.6,19.6
1344,Marcel Pettway\marcel-pettway-1,2016,2017,Bryant,NEC,62,1882,30.4,4.7,8.0,4.7,8.0,0.0,0.0,1.5,2.8,2.4,4.4,6.8,1.7,1.0,0.5,1.8,2.4,10.9
1345,Justin Roberson\justin-roberson-1,2015,2016,Louisiana-Monroe,Sun Belt,72,2187,30.4,4.4,10.0,3.7,8.0,0.7,2.0,2.1,3.0,0.9,3.4,4.3,2.8,1.4,0.2,2.0,2.9,11.6
1346,Kassius Robertson\kassius-robertson-1,2014,2018,Total,Total,134,4075,30.4,4.2,9.5,1.8,3.8,2.4,5.8,2.5,3.1,0.8,2.0,2.8,1.9,0.8,0.1,1.7,1.7,13.2
1347,Robert Smith\robert-smith-7,2010,2013,Total,Total,96,2914,30.4,3.0,8.5,1.9,4.9,1.1,3.6,1.7,2.5,0.5,2.9,3.3,3.1,1.0,0.0,2.9,2.1,8.8
1348,Tracy Smith\tracy-smith-1,2010,2011,North Carolina State,ACC,56,1704,30.4,6.0,11.6,6.0,11.6,0.0,0.0,3.6,5.4,2.4,4.3,6.7,1.0,0.9,0.8,1.8,2.6,15.6
1349,Jared Stohl\jared-stohl-1,2010,2011,Portland,WCC,64,1947,30.4,4.0,9.0,1.0,2.4,3.0,6.5,1.8,2.0,0.5,1.8,2.3,1.7,0.9,0.0,1.1,0.9,12.8
1350,Joe Thomasson\joe-thomasson-1,2015,2016,Wright State,Horizon,63,1916,30.4,3.2,6.9,2.4,4.6,0.8,2.4,2.7,3.3,0.8,4.6,5.4,3.3,0.8,0.7,2.0,2.9,9.8
1351,Eric Washington\eric-washington-3,2012,2016,Total,Total,115,3498,30.4,3.4,7.8,2.6,5.3,0.8,2.5,3.3,4.1,0.7,2.5,3.1,4.9,1.3,0.0,3.0,1.9,10.9
1352,Kyle Weems\kyle-weems-1,2010,2012,Missouri State,MVC,103,3129,30.4,5.5,12.1,3.6,7.3,1.9,4.8,2.1,2.7,1.5,5.2,6.7,1.5,1.1,0.9,1.4,2.9,15.1
1353,Charlie Westbrook\charlie-westbrook-1,2011,2012,South Dakota,Total,58,1762,30.4,6.4,13.5,5.4,10.7,1.0,2.8,3.7,5.0,0.9,3.4,4.4,1.7,1.4,0.7,2.4,2.3,17.4
1354,Isaac White\isaac-white-1,2016,2017,Massachusetts-Lowell,AEC,39,1187,30.4,3.3,7.5,1.1,2.0,2.3,5.5,2.1,2.6,0.2,2.3,2.5,2.3,0.7,0.1,2.1,2.1,11.0
1355,Brian Williams\brian-williams-8,2011,2014,Jacksonville State,OVC,120,3645,30.4,3.9,9.9,2.7,6.0,1.2,3.8,1.6,2.5,0.4,2.0,2.4,3.1,1.1,0.2,1.7,1.4,10.6
1356,L.D. Williams\ld-williams-1,2010,2010,Wake Forest,ACC,31,942,30.4,3.2,6.9,3.0,5.7,0.2,1.2,2.1,3.1,2.0,3.7,5.6,1.8,1.4,0.2,1.8,2.9,8.7
1357,Ogo Adegboye\ogo-adegboye-1,2010,2011,St. Bonaventure,A-10,62,1879,30.3,2.8,6.9,1.4,3.1,1.4,3.8,2.1,3.2,0.3,2.1,2.4,3.2,0.7,0.1,2.0,2.3,9.0
1358,Nick Barbour\nick-barbour-1,2010,2012,High Point,Big South,89,2695,30.3,5.8,13.6,3.0,7.0,2.8,6.7,4.6,5.8,0.6,2.3,2.8,1.2,1.1,0.3,2.2,2.6,19.0
1359,Kelly Beidler\kelly-beidler-1,2010,2010,Mount St. Mary's,NEC,31,940,30.3,3.8,9.0,2.6,5.7,1.2,3.4,1.9,2.6,1.5,5.5,7.1,1.5,1.7,1.4,1.9,2.5,10.7
1360,Terrell Bell\terrell-bell-1,2010,2011,Virginia Tech,ACC,68,2057,30.3,2.3,5.1,1.6,3.1,0.8,2.0,1.1,1.7,1.6,4.3,5.9,1.9,0.8,1.0,1.5,2.5,6.5
1361,Eric Bledsoe\eric-bledsoe-1,2010,2010,Kentucky,SEC,37,1122,30.3,3.9,8.4,2.6,5.0,1.3,3.5,2.2,3.3,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3
